id_venta,fecha,producto,categoria,precio_unitario,cantidad,total,region,cliente_id
3169,2025-03-13 11:43:16,Laptop,Electrónica,832.75,3,2498.25,Centro,ba41b543-7852-4c2c-9c8d-ca2d0206c670
3170,2025-05-13 08:40:40,Audífonos,Accesorios,1284.73,1,1284.73,Centro,8155015c-5bdc-4e14-b4b2-b0234f291c1d
3171,2025-04-25 03:57:27,Laptop,Electrónica,1427.47,1,1427.47,Centro,eb26647c-d352-4c8f-be81-1cbc56d546da
3172,2025-01-10 20:52:19,Webcam,Accesorios,1071.14,5,5355.7,Sur,81ff96b2-136e-44e7-86f3-09bb84ceb2bd
3173,2024-08-20 10:13:05,Teclado,Accesorios,661.17,1,661.17,Norte,757fb6b3-4d7d-499d-a04b-34bf424063f1
3174,2025-05-07 23:58:44,Tablet,Electrónica,251.62,5,1258.1,Este,6a43a6a5-8c09-4a18-88d0-21182452b38e
3175,2025-03-15 16:05:16,Laptop,Electrónica,697.01,5,3485.05,Sur,59722be3-034c-400f-8d20-d1429e27de29
3176,2024-12-25 17:48:58,Bocina,Audio,869.79,5,4348.95,Este,afe71839-699c-49eb-a2f1-1a71c8900967
3177,2024-09-29 08:00:51,Bocina,Audio,278.24,5,1391.2,Centro,bacb1ad7-6b5e-438a-801f-0a7d2301b1d6
3178,2024-12-14 13:22:48,Teléfono,Electrónica,1065.22,3,3195.66,Oeste,1a5dbe08-5099-451b-b3c0-681dda9e4af1
3179,2024-10-15 07:10:53,Mouse,Accesorios,314.72,3,944.16,Oeste,98dc62ce-1f21-4870-bb5a-445885b73c08
3180,2024-11-24 00:48:28,Mouse,Accesorios,1000.52,1,1000.52,Este,33dac2ff-092f-4d62-bf8f-2a1e2e9e7ab7
3181,2025-06-22 20:02:39,Tablet,Electrónica,465.85,5,2329.25,Sur,34de289f-0fb0-49b5-a912-7dcd1a0ee524
3182,2024-08-12 23:20:16,Audífonos,Accesorios,1387.5,3,4162.5,Oeste,c3d2a07b-b5ed-472d-987a-1a3258c36a58
3183,2024-08-27 12:56:51,Audífonos,Accesorios,542.47,3,1627.41,Sur,a6a052b7-31de-486c-9090-4323bff5fe24
3184,2024-11-08 00:18:11,Teclado,Accesorios,178.42,4,713.68,Norte,fdec2acf-28f7-446d-9673-c5d4f739e7ca
3185,2025-05-11 09:00:45,Teléfono,Electrónica,529.11,4,2116.44,Centro,e1fcef12-66da-4447-b677-9f4258aba28d
3186,2024-07-14 18:34:02,Cargador,Accesorios,1156.42,1,1156.42,Sur,84171744-afed-47cf-a1f4-767d681f7c5e
3187,2024-09-05 11:24:59,Audífonos,Accesorios,1178.14,3,3534.42,Este,918219d5-f3b2-4629-8892-6754c6237ce3
3188,2024-11-24 09:53:00,Tablet,Electrónica,1021.5,3,3064.5,Norte,c8319f61-0efb-4c78-bd29-31b90497b344
3189,2025-02-08 19:09:52,Bocina,Audio,820.44,3,2461.32,Centro,ca7dc46e-8114-4ae6-9d29-3a48ef94d956
3190,2024-08-12 08:49:07,Teclado,Accesorios,652.24,4,2608.96,Oeste,16dcf38f-8dbb-435b-9d8a-d9abf45ad458
3191,2024-12-21 20:26:03,Cargador,Accesorios,1273.53,2,2547.06,Centro,18508ed5-0ee4-4619-bc93-a73f3d863eca
3192,2025-02-04 12:18:26,Cargador,Accesorios,1349.58,3,4048.74,Sur,a5b49766-312f-4eb8-989a-b5225ddd3831
3193,2024-10-29 20:42:47,Teléfono,Electrónica,856.62,2,1713.24,Sur,3f896d32-30f0-4bf5-8010-0884cb3c7480
3194,2024-09-08 23:51:43,Teclado,Accesorios,1362.69,4,5450.76,Norte,1cd467ce-4f06-4435-9366-f1a62a0b4246
3195,2025-05-15 20:30:56,Teclado,Accesorios,1356.98,2,2713.96,Norte,dc59a14b-cbf6-41fc-ae50-9fd42182a185
3196,2024-11-05 06:02:18,Teclado,Accesorios,1002.76,3,3008.28,Oeste,659aef1c-29d7-415f-bf82-b330862446c5
3197,2025-02-12 02:00:41,Teléfono,Electrónica,1009.16,1,1009.16,Norte,80f21173-6736-4f39-b462-24662965b0e1
3198,2024-08-20 18:12:48,Mouse,Accesorios,1405.48,3,4216.44,Centro,90b516a2-4038-4544-8bd7-dfd12a0142de
3199,2024-09-27 18:03:39,Webcam,Accesorios,345.43,2,690.86,Centro,68653575-978a-47f0-9d02-e26e63a97f93
3200,2024-08-01 13:18:00,Teclado,Accesorios,933.2,2,1866.4,Sur,77c9f7b3-0693-45ba-871d-3fe22bfc4fc7
3201,2025-01-26 06:46:20,Bocina,Audio,404.32,4,1617.28,Oeste,bd71c901-a519-44f8-b248-c5ba0b0c5a0d
3202,2024-08-21 04:36:22,Laptop,Electrónica,662.36,3,1987.08,Norte,01e910d8-7ea6-4e50-9b7a-e0db4a54fbd5
3203,2024-12-27 03:58:52,Monitor,Electrónica,610.94,4,2443.76,Norte,773af215-aa70-4be9-8326-2678e5645b11
3204,2025-02-14 10:33:48,Laptop,Electrónica,1237.98,5,6189.9,Norte,8d61d540-4f53-45ef-a091-2818b9581d2b
3205,2024-12-24 01:48:43,Webcam,Accesorios,1322.47,3,3967.41,Norte,2dc12527-d466-4e3e-b24e-c363df8c8706
3206,2024-08-28 15:08:18,Teléfono,Electrónica,363.02,2,726.04,Sur,2407ff6e-e600-4ae6-8d44-b5461550a910
3207,2025-05-05 22:50:15,Teclado,Accesorios,1236.11,5,6180.55,Norte,08339fb7-7247-449a-9622-f3667051c1b6
3208,2025-03-25 21:56:02,Mouse,Accesorios,809.44,5,4047.2,Centro,c06bfe4a-2d3b-48c2-b3ff-443c9b04aeea
3209,2024-11-29 22:02:05,Monitor,Electrónica,943.43,3,2830.29,Sur,6a45074b-be69-490a-8543-1e3f21b00e9f
3210,2024-07-14 10:04:41,Audífonos,Accesorios,744.13,3,2232.39,Sur,a3d46944-6c12-4b3b-a25f-aa739cb8230d
3211,2025-01-17 05:20:54,Monitor,Electrónica,476.07,4,1904.28,Norte,bafda645-5cec-45db-bd71-8b86b43d1a54
3212,2025-01-09 01:25:09,Teléfono,Electrónica,1487.21,2,2974.42,Este,aacf26aa-3442-4f2d-babb-132520b617a7
3213,2024-07-08 15:18:14,Laptop,Electrónica,1340.02,4,5360.08,Este,2cdbca44-f4b6-4e60-ac8f-2ad55491cc7d
3214,2024-09-21 18:04:44,Bocina,Audio,617.74,5,3088.7,Centro,0866776b-b061-4357-9b00-6221a37298b0
3215,2024-12-06 19:32:23,Teléfono,Electrónica,763.29,4,3053.16,Este,f6d4dd82-2325-4aef-9664-1fea3536a2af
3216,2025-06-02 08:19:34,Teléfono,Electrónica,120.66,1,120.66,Sur,bc4fdfbe-5ae6-4ef2-ad5c-06756d5140b3
3217,2025-01-20 10:02:26,Teléfono,Electrónica,655.64,5,3278.2,Oeste,1bf7b34c-96cc-4a0c-8013-5ab9a5b75587
3218,2024-11-30 01:36:25,Bocina,Audio,989.68,5,4948.4,Norte,39bc522b-2481-4d4a-9012-ec70d6dae4df
3219,2024-12-31 19:39:15,Teléfono,Electrónica,226.58,5,1132.9,Oeste,4ddb6e8d-e3a6-4e16-8399-317f37ad8558
3220,2025-02-08 21:34:25,Tablet,Electrónica,99.22,2,198.44,Este,38d0224e-5d9b-4742-8173-847198738e9a
3221,2024-07-08 05:34:37,Mouse,Accesorios,1269.76,3,3809.28,Sur,c9851e55-9fc4-441e-b43d-d36f32b4506d
3222,2025-05-01 06:51:52,Teléfono,Electrónica,238.71,5,1193.55,Centro,6384d678-7ac4-464b-aab0-4596defc3515
3223,2024-07-25 06:20:58,Tablet,Electrónica,950.17,4,3800.68,Centro,ce15b119-5924-4491-9b7e-a58dc2a3a974
3224,2025-06-18 14:34:37,Audífonos,Accesorios,35.05,4,140.2,Centro,5764a02d-8e20-4200-86a3-ff127c4a2376
3225,2024-10-10 20:44:41,Teclado,Accesorios,548.01,2,1096.02,Oeste,761f60c5-ae7f-45d3-b68d-62a45945ee45
3226,2024-09-14 01:36:22,Teléfono,Electrónica,254.21,4,1016.84,Este,1d99f769-095c-4392-8d9c-28bc25efdc0c
3227,2024-12-25 17:37:37,Tablet,Electrónica,1484.04,3,4452.12,Norte,9e02edf3-6441-4ea7-b711-674abb7ee607
3228,2024-07-02 22:33:24,Mouse,Accesorios,544.02,5,2720.1,Norte,f86cfc28-5cb3-4b8f-b16d-a1fbba72f73f
3229,2025-03-13 14:24:59,Mouse,Accesorios,220.52,3,661.56,Oeste,0a621f73-83ed-4be1-beb8-00edebfa6c7c
3230,2024-08-26 20:24:29,Audífonos,Accesorios,1177.93,1,1177.93,Oeste,fbb4f8fe-64c3-4a26-8200-311059337f93
3231,2025-01-10 14:37:56,Cargador,Accesorios,1233.45,5,6167.25,Oeste,268ddb8e-5748-4f93-9a95-b65374f2fd56
3232,2024-12-31 17:22:09,Teléfono,Electrónica,611.76,2,1223.52,Sur,48ec84db-8fe6-4550-bfe3-fc0861a7ab60
3233,2024-09-26 10:37:44,Mouse,Accesorios,750.88,4,3003.52,Sur,34b1bbf4-4264-4a93-90ee-bd75d6d5b152
3234,2025-06-08 00:18:49,Webcam,Accesorios,1111.57,2,2223.14,Sur,51fd47de-b3de-41e5-9cc6-c2874358886a
3235,2024-09-24 22:06:44,Cargador,Accesorios,1419.22,3,4257.66,Sur,6417c39d-6343-4553-959d-7f4b2c3513e7
3236,2024-12-24 06:56:16,Teclado,Accesorios,69.15,1,69.15,Centro,08a42c83-19b5-4d83-91e3-998bf0268a7a
3237,2025-03-18 12:06:30,Audífonos,Accesorios,30.36,5,151.8,Oeste,0e5568a7-a560-4d03-b567-6ace5ca5f002
3238,2025-02-20 23:31:37,Audífonos,Accesorios,665.86,5,3329.3,Este,c54e3561-7bee-479a-aa5c-ae1d5b234d9c
3239,2025-03-31 22:10:49,Teclado,Accesorios,1188.34,1,1188.34,Centro,0ad0d5eb-4378-4b37-8366-b6a33c17babb
3240,2024-10-07 19:03:32,Cargador,Accesorios,58.85,3,176.55,Norte,f77eff6c-01fc-4a2d-a77f-3de5382b8714
3241,2024-12-22 18:59:33,Cargador,Accesorios,618.13,3,1854.39,Este,d77e0f45-f64e-4093-b31b-2f8348e4fc19
3242,2025-04-10 17:35:46,Cargador,Accesorios,620.03,2,1240.06,Oeste,3587c0f0-2600-49ab-84e1-5df63efa9790
3243,2025-01-13 08:55:18,Audífonos,Accesorios,1488.23,1,1488.23,Sur,1702afe5-134a-4c59-99b7-10c1db9b8a7f
3244,2024-08-20 10:00:13,Cargador,Accesorios,1332.97,1,1332.97,Centro,7029f3be-824b-4ddf-b61f-17e3d880f2e2
3245,2025-03-12 22:07:41,Teclado,Accesorios,1281.89,3,3845.67,Este,063790bd-bc15-4a2e-a109-8dcbd1fc428d
3246,2025-03-12 14:08:44,Monitor,Electrónica,635.73,2,1271.46,Norte,309a8106-6820-4257-af27-76b00a1ff6ed
3247,2024-09-28 08:39:59,Tablet,Electrónica,1337.37,4,5349.48,Oeste,240b7900-6fbc-4983-a4d2-49204b13e9bb
3248,2024-09-28 19:15:35,Teclado,Accesorios,508.72,4,2034.88,Norte,784ff2ef-4ece-4b40-8447-f2bfeccdfc16
3249,2024-10-22 14:14:27,Audífonos,Accesorios,836.42,5,4182.1,Este,cb6ac8c1-6465-4eb5-b453-24bd91fac13a
3250,2025-01-17 00:22:41,Cargador,Accesorios,889.71,1,889.71,Centro,4b795bab-e9ca-4dd5-b395-2e64c25f5105
3251,2025-01-30 08:13:42,Webcam,Accesorios,1286.69,1,1286.69,Oeste,b20135e7-2120-40ec-8062-ee2e8d82ebd2
3252,2025-05-07 07:36:44,Tablet,Electrónica,599.22,1,599.22,Norte,1580d7ab-c7e7-4270-a6a8-8c6cf2338a4b
3253,2024-07-07 22:59:28,Teclado,Accesorios,898.02,3,2694.06,Sur,f558d3bf-a2c4-4b4e-a562-661448c45978
3254,2024-11-07 04:19:05,Cargador,Accesorios,1484.29,4,5937.16,Norte,28127f21-3bf1-441e-b116-bba7cfad2a23
3255,2024-10-26 20:13:12,Mouse,Accesorios,1025.77,5,5128.85,Centro,a81bb619-a125-451a-9842-66c5a8801c30
3256,2024-12-28 20:04:58,Audífonos,Accesorios,94.95,2,189.9,Oeste,c5dd97a8-6eac-4959-b77d-cb68c466b3fd
3257,2024-11-03 23:39:47,Mouse,Accesorios,21.52,1,21.52,Oeste,111374a2-527d-46c7-a6fc-eb3655ad0248
3258,2024-08-30 16:02:23,Cargador,Accesorios,638.19,3,1914.57,Oeste,f5c21d2d-2724-47d3-bd48-2b677b7d8f26
3259,2024-09-05 20:42:43,Teléfono,Electrónica,823.86,5,4119.3,Norte,8608485b-5ed9-4f98-9f2d-e50d3b863755
3260,2024-12-13 03:59:50,Webcam,Accesorios,1248.92,3,3746.76,Norte,09b79838-976b-4cb7-95a9-e4676e7e50fe
3261,2024-07-12 08:08:04,Audífonos,Accesorios,897.17,3,2691.51,Este,cb604368-5ac4-4d94-9ef6-5c038a5ed5fc
3262,2024-07-05 03:48:28,Audífonos,Accesorios,1279.84,1,1279.84,Centro,de5c7161-2f8b-426d-9634-1ff53ebda8d9
3263,2025-02-02 22:43:13,Webcam,Accesorios,253.91,4,1015.64,Centro,3787aa5c-1e67-4da9-b4dc-7600ef668b5f
3264,2024-09-12 10:38:04,Tablet,Electrónica,319.45,5,1597.25,Centro,ad7b87d9-0325-4949-9696-267e114f0313
3265,2024-11-13 13:46:03,Teléfono,Electrónica,308.58,3,925.74,Norte,c4a6f708-7c8e-4956-b90d-6dcc3b07a48d
3266,2025-02-16 17:21:57,Mouse,Accesorios,550.67,4,2202.68,Este,8e9137ba-7d3e-4455-bb22-fd1cd2c45164
3267,2024-11-02 08:32:38,Monitor,Electrónica,1194.88,5,5974.4,Norte,666ad4a7-f509-4be3-80c8-4e51a58ae36a
3268,2024-12-05 21:15:26,Bocina,Audio,296.88,5,1484.4,Centro,472a86b1-97ef-4303-bd0b-afb49c5d5e61
3269,2025-04-06 00:02:02,Tablet,Electrónica,1060.39,1,1060.39,Centro,1d8954bf-c8f0-4fbe-b324-3fe98f88a712
3270,2025-04-19 22:23:35,Laptop,Electrónica,451.18,4,1804.72,Oeste,855af2a1-7ad8-4c3e-a856-3450a2243a89
3271,2025-06-01 03:19:27,Teclado,Accesorios,576.3,3,1728.9,Oeste,38d5f6cb-9b00-4b14-8f92-76c13042e4c4
3272,2025-03-04 14:38:49,Laptop,Electrónica,1057.46,3,3172.38,Oeste,74d730be-2467-4eb3-9f77-8cd36dde6c90
3273,2024-11-03 10:55:53,Teclado,Accesorios,311.74,2,623.48,Sur,9ed1a0f0-019b-4f1e-b8ad-119f878b4d41
3274,2025-03-01 11:36:50,Teléfono,Electrónica,1295.19,2,2590.38,Norte,5bce2a1e-a75f-4a55-bd07-9c06db0e27e6
3275,2024-09-22 16:16:32,Mouse,Accesorios,285.89,2,571.78,Este,26e04f16-f4e6-48bb-8028-29d629ac235d
3276,2024-10-15 16:28:10,Tablet,Electrónica,1300.49,5,6502.45,Este,01ea895d-43b3-4243-a49a-742cd0e82609
3277,2025-03-17 17:49:32,Teléfono,Electrónica,1187.4,5,5937.0,Sur,1c2cf1e4-db05-4647-b6fb-c3a4f0247f4b
3278,2025-05-18 23:43:21,Monitor,Electrónica,995.64,1,995.64,Centro,dd70a1ad-f010-4dce-9b95-3f2838243cd9
3279,2024-10-31 15:29:32,Mouse,Accesorios,1087.32,1,1087.32,Este,960b38d1-a90d-458a-be81-f35118943573
3280,2024-11-12 22:37:34,Teclado,Accesorios,338.62,1,338.62,Oeste,8c92bf1a-5dc1-4c85-a0f9-bc325bd35596
3281,2024-08-12 12:49:43,Audífonos,Accesorios,117.26,2,234.52,Sur,2333ad82-226c-43e2-80ee-2c04f8d25b54
3282,2025-05-09 12:49:50,Audífonos,Accesorios,921.58,4,3686.32,Norte,fd3ee253-5e1e-49d3-a625-5185b2d202d7
3283,2025-05-03 06:14:48,Teléfono,Electrónica,18.64,2,37.28,Centro,b595c8c4-afc2-4200-8ac8-c1bb682eaa58
3284,2024-09-15 11:27:58,Webcam,Accesorios,89.39,2,178.78,Centro,694a18c6-cc29-45c9-a08d-aa3314175721
3285,2025-02-10 15:07:12,Mouse,Accesorios,290.55,2,581.1,Centro,5fabb9b2-1af4-44a7-96f4-0bac5c7fb8ed
3286,2025-02-23 22:48:41,Mouse,Accesorios,1137.33,4,4549.32,Norte,447206fb-227a-4abf-8b2a-784a016f92ed
3287,2025-03-19 02:00:00,Teléfono,Electrónica,79.29,1,79.29,Sur,14065797-fa06-4187-a359-d1d3516bc804
3288,2024-10-04 19:06:58,Monitor,Electrónica,1157.05,2,2314.1,Este,6302c785-fd23-49ea-92c6-bda82e43c578
3289,2024-07-24 01:33:56,Cargador,Accesorios,907.52,3,2722.56,Sur,cca6efb2-819f-425b-a741-8a86ee82c7fd
3290,2024-12-04 08:53:57,Cargador,Accesorios,1317.93,2,2635.86,Este,d16374e2-2484-4afd-9fc0-3deb06d8f8bf
3291,2025-04-14 21:16:53,Teclado,Accesorios,1477.39,2,2954.78,Centro,b24f78ad-8ca0-4161-ac16-62bdadfa7eb5
3292,2025-06-16 01:31:57,Cargador,Accesorios,515.32,5,2576.6,Oeste,1f46afb3-4ce8-49a5-9fd2-8cb12bf0b2bd
3293,2024-11-12 06:06:44,Cargador,Accesorios,1297.31,2,2594.62,Sur,f891a270-4ead-47f8-b67c-25a8fbfbb9e1
3294,2024-12-12 19:30:09,Cargador,Accesorios,808.52,5,4042.6,Este,add4f929-038f-4966-b9e0-f0820e022b60
3295,2025-03-19 00:01:40,Audífonos,Accesorios,529.82,3,1589.46,Sur,8e512b11-bf41-4f79-897c-2fb1ebf29339
3296,2024-08-12 17:44:28,Laptop,Electrónica,1094.25,5,5471.25,Sur,d661807b-46bc-4831-a1d1-affd09c1826a
3297,2025-03-30 10:52:20,Cargador,Accesorios,160.49,5,802.45,Centro,36194b9d-e95f-4862-b6a9-8e7f62ceeb30
3298,2024-11-01 15:06:37,Bocina,Audio,1008.83,2,2017.66,Este,b642ae18-46d4-4540-a33c-149c0d772d7a
3299,2025-05-18 10:20:20,Teléfono,Electrónica,718.45,3,2155.35,Norte,aa6213ff-4f42-44c8-855d-5f55a1ddac30
3300,2024-07-17 09:37:30,Cargador,Accesorios,1066.39,2,2132.78,Oeste,6d1479b8-7039-4a7a-97b6-c64ace17c132
3301,2024-11-19 18:12:59,Laptop,Electrónica,352.56,3,1057.68,Oeste,2f9d5aca-05b3-4735-b11c-037fa998e015
3302,2024-11-22 11:29:46,Mouse,Accesorios,1308.58,1,1308.58,Centro,39c8021c-6997-4cee-8a31-0b703a339273
3303,2024-08-25 12:58:21,Teclado,Accesorios,1286.02,5,6430.1,Norte,8392a3c3-3fd3-4b34-9c98-a11e4e604db5
3304,2025-02-05 19:27:33,Cargador,Accesorios,1075.58,1,1075.58,Norte,ab01c05b-6c06-49fb-8adb-811c6ab7409d
3305,2025-05-30 15:54:00,Cargador,Accesorios,778.55,5,3892.75,Centro,110002db-0dc2-4ab6-a117-d65e0685ecf4
3306,2024-12-11 20:41:35,Monitor,Electrónica,1029.86,2,2059.72,Sur,e47710e2-16f7-4855-b260-f82cd327aa47
3307,2024-07-16 00:26:33,Monitor,Electrónica,1140.25,4,4561.0,Este,859f004b-396e-44fc-8022-171dae8db59e
3308,2025-01-07 18:45:08,Mouse,Accesorios,934.28,4,3737.12,Norte,6d50ae1f-d894-4ead-b3bd-763e19f26569
3309,2024-07-02 02:04:44,Teclado,Accesorios,962.11,5,4810.55,Este,127fd631-cadc-402d-aa7e-2e44cb5b67b3
3310,2024-12-12 06:19:36,Teléfono,Electrónica,332.85,3,998.55,Sur,c95772a7-244b-460c-85d8-0c41e2dc4c8e
3311,2024-11-21 17:10:56,Bocina,Audio,791.99,4,3167.96,Centro,c8ba89c6-bb1f-46f7-8e4f-b6b7aba07b04
3312,2024-08-13 01:40:47,Audífonos,Accesorios,991.83,1,991.83,Sur,a8dfd57b-0b4e-44aa-9d89-52491b14b154
3313,2025-03-21 06:16:51,Monitor,Electrónica,1191.63,2,2383.26,Este,a3edff93-0d2f-47de-a5dd-9ca6b6ded1ba
3314,2024-06-28 05:26:42,Tablet,Electrónica,417.99,5,2089.95,Este,c93e915f-2ed3-4623-b84b-93d4d2bcf8a1
3315,2025-06-11 02:12:43,Laptop,Electrónica,715.64,4,2862.56,Norte,a5b6e218-6275-4c36-8e93-f8f2a70e6fe3
3316,2024-12-02 02:59:08,Laptop,Electrónica,1086.08,4,4344.32,Centro,29efd6c5-9e40-4dea-908d-96e6adeabc6b
3317,2025-06-20 11:07:13,Teléfono,Electrónica,1292.32,1,1292.32,Norte,35893f96-fec9-4d7a-a24d-b28c0ca124ee
3318,2024-07-02 02:46:16,Teclado,Accesorios,835.36,5,4176.8,Centro,b60c5d92-e578-4e11-b521-e4c1b222d172
3319,2025-01-21 06:58:38,Teclado,Accesorios,652.25,5,3261.25,Sur,610821a8-4a04-4360-9908-7d6cd169bd74
3320,2024-07-31 14:58:50,Cargador,Accesorios,347.83,2,695.66,Este,f459988b-9e10-4b39-a11b-258fc4f65bb3
3321,2025-01-02 01:12:03,Bocina,Audio,589.89,1,589.89,Este,90aec729-00eb-4d07-955a-3cba97d131c3
3322,2024-12-31 19:37:08,Monitor,Electrónica,605.14,1,605.14,Sur,5b2df5ad-087d-418e-8abc-f6000247b4c0
3323,2025-04-11 03:58:56,Teclado,Accesorios,1494.48,5,7472.4,Norte,578d4a7b-12e0-46a0-9e28-e20bf704ca7b
3324,2025-05-18 10:42:23,Mouse,Accesorios,1431.52,4,5726.08,Centro,141b565b-f264-4d8f-a681-a71a1291e2f1
3325,2024-07-03 07:57:02,Mouse,Accesorios,1298.02,4,5192.08,Centro,d75d8555-74d5-4c82-a1e1-a8d415077fa6
3326,2024-08-08 17:17:27,Laptop,Electrónica,1136.37,5,5681.85,Este,540ef5b7-fe53-4bf5-8cd3-fb66770152dd
3327,2025-03-19 06:15:54,Laptop,Electrónica,372.06,5,1860.3,Centro,0f437111-835b-439c-8f94-1f1781cab070
3328,2025-03-28 05:12:21,Laptop,Electrónica,437.44,3,1312.32,Este,8eba6347-8d72-4d42-85d2-25cf90fcdb7e
3329,2024-09-28 15:19:39,Teclado,Accesorios,819.42,1,819.42,Oeste,23223bdf-e477-4db5-bc03-45a7f5fe6d77
3330,2024-11-25 07:11:26,Bocina,Audio,1017.31,2,2034.62,Oeste,db186dc3-2c82-4dcd-83c5-f72584bb6c8a
3331,2024-10-02 22:11:14,Webcam,Accesorios,998.66,2,1997.32,Norte,aab82b94-9d81-4d1e-85f1-7b14477fbf5f
3332,2024-12-11 18:39:44,Mouse,Accesorios,322.26,5,1611.3,Norte,50d18f06-a1d5-49fc-913e-8991feebe382
3333,2025-03-04 09:43:16,Mouse,Accesorios,897.62,3,2692.86,Centro,3286608e-496d-4855-b279-6b4d619d66b7
3334,2024-08-14 23:12:24,Tablet,Electrónica,1206.92,5,6034.6,Este,cb997820-03b3-4060-a3e0-cd13107b60cf
3335,2025-04-06 20:25:46,Teclado,Accesorios,378.9,1,378.9,Oeste,574d30c8-bbd3-4e0d-8ce7-27dd3bacc67b
3336,2025-04-03 20:41:25,Teléfono,Electrónica,879.17,3,2637.51,Este,dca95440-ecbf-436e-9a3a-b71f718d7e18
3337,2025-06-07 22:18:10,Audífonos,Accesorios,631.83,1,631.83,Este,5e18182c-851f-4a55-8d92-e828615860f9
3338,2024-08-03 19:53:29,Laptop,Electrónica,68.13,3,204.39,Norte,7a069f8a-4693-45db-b65a-0951695eeab4
3339,2025-03-28 10:16:04,Mouse,Accesorios,1180.03,5,5900.15,Centro,af1a05e4-55dd-4dde-b7f2-1e0ca56b7ece
3340,2025-05-28 06:24:15,Tablet,Electrónica,1078.66,5,5393.3,Norte,12d91d40-7cfc-4792-ac70-11860768b424
3341,2025-06-07 14:17:54,Laptop,Electrónica,1154.14,1,1154.14,Centro,c24fbbff-09da-42f7-8941-75068b9daf0a
3342,2024-07-03 15:27:16,Audífonos,Accesorios,686.52,1,686.52,Este,5fe0412e-477d-4557-9f07-1f6531bf6ad6
3343,2025-05-19 03:17:31,Cargador,Accesorios,771.16,5,3855.8,Sur,f3075455-5ff7-4fdd-9826-6c93bfdcc854
3344,2024-07-22 14:22:55,Tablet,Electrónica,491.81,2,983.62,Oeste,9eed587f-989a-4987-a546-cd4857f9b89f
3345,2024-12-25 02:47:26,Mouse,Accesorios,599.84,5,2999.2,Oeste,ed846fb5-ad21-4fad-b1a7-eb20a7a831ca
3346,2024-12-07 02:41:21,Cargador,Accesorios,158.37,3,475.11,Centro,570e6db9-e8a5-49d9-ada4-9261cf7f65e6
3347,2025-06-22 07:06:45,Monitor,Electrónica,600.67,2,1201.34,Este,86c75866-322b-40e9-b05f-e3a4843170b5
3348,2024-08-22 21:12:09,Teclado,Accesorios,1056.49,3,3169.47,Sur,6c03cf16-35d8-49a1-a70f-73ee695642ae
3349,2024-09-23 09:24:50,Monitor,Electrónica,576.26,5,2881.3,Norte,4f854a5f-34d5-47c9-9413-68e444b39454
3350,2024-10-18 14:10:01,Teléfono,Electrónica,323.86,3,971.58,Centro,65c5e4ad-781f-45b8-abae-a955fff37ed7
3351,2024-08-13 08:57:36,Cargador,Accesorios,967.16,4,3868.64,Sur,6d899e87-0bed-4bfd-8c9c-3ec9ff0170e4
3352,2024-12-29 06:50:38,Cargador,Accesorios,288.84,2,577.68,Norte,f972fc44-9fb4-478f-a082-22cdb6b5d636
3353,2024-11-15 05:31:24,Audífonos,Accesorios,155.53,2,311.06,Oeste,334000f7-6d0c-48f1-9da1-b6450db1a665
3354,2024-09-27 15:30:49,Teclado,Accesorios,749.48,2,1498.96,Oeste,acfdbf2f-90bf-4985-9561-7a0a3671b109
3355,2024-12-27 07:02:27,Teléfono,Electrónica,460.48,5,2302.4,Centro,dc4ce8a2-0bd1-4ac3-adab-17159f000917
3356,2024-11-19 09:03:46,Tablet,Electrónica,1331.51,1,1331.51,Centro,a7648bcd-7fc0-4606-960e-809172976b70
3357,2024-12-06 08:27:42,Teléfono,Electrónica,1070.89,4,4283.56,Oeste,09cfd477-0adf-4f52-b3f3-57a70eccacaf
3358,2024-07-01 21:03:50,Tablet,Electrónica,148.14,5,740.7,Centro,1eef3db4-4f56-4431-a885-49bc12cfe100
3359,2025-04-30 03:48:18,Webcam,Accesorios,857.22,2,1714.44,Sur,4e9fd1f0-cc5d-4a06-8846-03b1b08c259b
3360,2025-05-09 03:36:55,Teclado,Accesorios,551.39,5,2756.95,Centro,240ea8ff-7e59-45c0-8b1b-a7aff563e0f1
3361,2024-12-30 02:19:44,Bocina,Audio,751.45,1,751.45,Este,bf73f1a3-bae6-42ad-8776-f080aae8cb12
3362,2024-09-02 08:11:55,Teléfono,Electrónica,468.45,3,1405.35,Sur,719ce429-2d64-49ee-afc0-5b122563d0a6
3363,2025-05-20 11:40:41,Webcam,Accesorios,513.02,3,1539.06,Norte,d1c99cf5-d57e-480f-b061-284f9a071a5f
3364,2024-07-13 03:54:32,Laptop,Electrónica,378.31,1,378.31,Sur,d78d373c-994c-4200-8b40-642a6681f867
3365,2024-08-03 15:49:43,Bocina,Audio,1195.61,2,2391.22,Sur,150c094d-52dd-4b84-9386-7dcbb0c88c22
3366,2024-07-27 01:03:31,Cargador,Accesorios,1035.97,2,2071.94,Oeste,2264d46d-b25b-488b-893f-c037a0724836
3367,2025-01-15 01:16:25,Audífonos,Accesorios,543.31,5,2716.55,Centro,76607587-383e-4c12-92ea-c0831153e848
3368,2025-02-28 22:56:30,Audífonos,Accesorios,16.8,1,16.8,Norte,8d292528-fc01-421c-af72-8e3d01aa1893
